Index,Date,Year,Country,Area,Location,Injury,lat,lng,success,lookupstring,failedstrings,confidence,match loop
3455,,1909.0,INDONESIA,30 nm from Singapore,Rhio Strait,"FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a “shoal of sharks circled  passengers in the water and dragged scores of people to their deaths” Of the 61 survivors, many were injured by sharks",,,Yes,"Rhio Strait, 30 nm from Singapore, INDONESIA",,0.0,
3456,1909-03-06,1909.0,SOUTH AFRICA,South Atlantic Ocean,Possession Island,FATAL,-34.0,18.0,Yes,"Possession Island, SOUTH AFRICA",,1.0,4.0
3457,1907-01-01,1907.0,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i",FATAL,20.0,-155.0,Yes,"Pepe'ekeo, Honomu, Hawai'i, Hawaii, USA",,1.0,1.0
3458,1901-06-24,1901.0,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo",Left thigh stripped of flesh 4 above the knee,12.0,120.0,Yes,"Island of Panay, Iliolo, PHILIPPINES",,1.0,4.0
3459,1900-09-13,1900.0,USA,Rhode Island,Coddington Cove,No injury,42.0,-71.0,Yes,"Coddington Cove, Rhode Island, USA",,1.0,1.0
3460,1900-09-05,1900.0,USA,Hawaii,"Waikiki Beach, Oahu",Bathing suit torn & imprints of the shark's teeth on his body,21.0,-158.0,Yes,"Waikiki Beach, Oahu, Hawaii, USA",,1.0,1.0
3461,1897-01-01,1897.0,EGYPT,Mediterranean Sea,Port Said,No details,31.0,31.0,Duplicate,"Port Said, Mediterranean Sea, EGYPT",,,1.0
3462,1896-12-17,1896.0,NEW ZEALAND,South Island,Hoiktika,FATAL,-44.0,171.0,Duplicate,"South Island, NEW ZEALAND",,0.0,5.0
3463,1896-11-01,1896.0,AUSTRALIA,Western Australia,Esperance,FATAL,-34.0,122.0,Yes,"Esperance, Western Australia, AUSTRALIA",,1.0,1.0
3464,1894-06-15,1894.0,USA,North Carolina,"New Bern, Craven County",Right leg bitten,35.0,-77.0,Yes,"New Bern, Craven County, North Carolina, USA",,1.0,1.0
3465,1890-02-25,1890.0,MALTA,Munxar Reef,Marsascala,"FATAL, 2 men were lost, presumed taken by the shark",36.0,15.0,Duplicate,"Marsascala, MALTA",,0.0,4.0
3466,1885-11-26,1885.0,AUSTRALIA,Queensland,Brisbane,"No injury to occupant, shark bit off section of the boat's rudder",-27.0,153.0,Duplicate,"Brisbane, Queensland, AUSTRALIA",,,1.0
3467,1884-12-08,1884.0,FRANCE,Côte d'Azur,Between Nice & Villefranche,FATAL            Leg severed by harpooned shark PROVOKED INCIDENT,50.0,0.0,Yes,"Côte d'Azur, FRANCE",,1.0,5.0
3468,1879-09-22,1879.0,SPAIN,Valencia,Castellon de la Plana,"No injuries to occupants, Hooked shark bit boat  PROVOKED INCIDENT",40.0,0.0,Yes,"Castellon de la Plana, Valencia, SPAIN",,1.0,1.0
3469,1874-01-01,1874.0,TUVALU,,Between Nanumea & Nanumaga Atolls,"2 people out of +70 survived, one of whom was bitten by sharks",,,Yes,,,0.5,
3470,1853-07-13,1853.0,USA,South Carolina,"Charleston Harbor, Charleston County",FATAL,33.0,-80.0,Duplicate,"Charleston Harbor, Charleston County, South Carolina, USA",,,1.0
3471,1840-02-01,1840.0,AUSTRALIA,Tasmania,George Town Cove,"No injury to occupant, shark seized stern post",,,Yes,"George Town Cove, Tasmania, AUSTRALIA",,0.0,
3472,,1700.0,FRANCE,Côte d'Azur,Antibes,Leg severed,48.0,1.0,Duplicate,"Antibes, Côte d'Azur, FRANCE",,,1.0
3473,2023-07-29,2023.0,USA,Florida,Tampa Bay,Superficial injuries to abomen and thighs,28.0,-83.0,Duplicate,"Tampa Bay, Florida, USA",,,1.0
3474,2023-04-22,2023.0,AUSTRALIA,Western Australia,Lucy's Beach,Bite to right arm,-25.0,121.0,Duplicate,"Western Australia, AUSTRALIA",,0.0,5.0
3475,2022-07-28,2022.0,ENGLAND,Cornwall,Penzance,Minor injury to leg,50.0,-6.0,Yes,"Penzance, Cornwall, ENGLAND",,1.0,1.0
3476,2022-03-09,2022.0,USA,Florida,"New Smyrna Beach, Volusia County",M inor injuries to knee and calf of left leg                            PROVOKED INCIDENT,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3477,2021-12-06,2021.0,AUSTRALIA,Victoria,Ocean Grove  Beach,Lacerations to back,-34.0,116.0,Yes,"Ocean Grove  Beach, AUSTRALIA",,0.9,4.0
3478,2021-01-22,2021.0,USA,Hawaii,Maui,Puncture wounds to left calf,20.0,-155.0,Duplicate,"Maui, Hawaii, USA",,,1.0
3479,2021-01-02,2021.0,USA,Florida,"Cocoa Beach, Brevard  County",1.5 cut to ankle,28.0,-81.0,Duplicate,"Cocoa Beach, Brevard  County, Florida, USA",,,1.0
3480,2020-10-30,2020.0,BAHAMAS,Grand Bahama Island,East End Point,Hand/wrist bitten,,,Yes,"East End Point, Grand Bahama Island, BAHAMAS",,0.21301775147928997,
3481,2020-09-16,2020.0,AUSTRALIA,New South Wales,Cabarita Beach,"No injury, board bitten",-28.0,154.0,Yes,"Cabarita Beach, New South Wales, AUSTRALIA",,1.0,1.0
3482,2020-06-07,2020.0,AUSTRALIA,New South Wales,Salt Beach near Kingscliff,FATAL,-28.0,154.0,Yes,"Salt Beach near Kingscliff, New South Wales, AUSTRALIA",,1.0,1.0
3483,2020-05-31,2020.0,BAHAMAS,Abaco Islands,NoName Cay,Lacerations to left hand,26.0,-77.0,Duplicate,"Abaco Islands, BAHAMAS",,0.0,5.0
3484,2019-10-21,2019.0,FRENCH POLYNESIA,Moorea,Opunohu Bay,Severe injuries to arms and chest,-17.0,-150.0,Duplicate,"Moorea, FRENCH POLYNESIA",,0.0,5.0
3485,2019-08-04,2019.0,USA,Florida,"New Smyrna Beach, Volusia County",Minor injuries to right foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3486,2019-07-10,2019.0,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Leg injured,-34.0,27.0,Yes,"East Beach, Port Alfred, Eastern Cape Province, SOUTH AFRICA",,1.0,1.0
3487,2019-03-12,2019.0,USA,Florida,"Stuart Beach, Martin County",Lacerations to right foot,27.0,-80.0,Duplicate,"Stuart Beach, Martin County, Florida, USA",,,1.0
3488,2019-01-30,2019.0,REUNION ISLAND,,Sainte-Rose at the mouth of Riviere de l'Est,FATAL,,,Yes,,,0.0,
3489,2018-07-18,2018.0,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Lacerations to lower leg,41.0,-73.0,Yes,"Sailors Haven, Fire Island, Suffolk County, New York, USA",,1.0,1.0
3490,2018-07-02,2018.0,USA,South Carolina,Myrtle Beach,"Minor injury, puncture marks to left lower leg",34.0,-79.0,Yes,"Myrtle Beach, South Carolina, USA",,1.0,1.0
3491,2018-06-04,2018.0,MEXICO,Colima,La Ticla,Lacerations to leg & hand PROVOKED INCIDENT,18.0,-104.0,Yes,"La Ticla, MEXICO",,1.0,4.0
3492,2018-06-03,2018.0,BRAZIL,Pernambuco,"Piedade Beach, Recife",FATAL,-8.0,-35.0,Duplicate,"Piedade Beach, Recife, Pernambuco, BRAZIL",,,1.0
3493,2018-05-12,2018.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London","Minor injury, marks on board",-33.0,28.0,Duplicate,"Nahoon Beach, East London, Eastern Cape Province, SOUTH AFRICA",,,1.0
3494,2017-11-30,2017.0,COSTA RICA,Cocos Island,Manuelita,Serious injury to leg,6.0,-87.0,Duplicate,"Manuelita, Cocos Island, COSTA RICA",,,1.0
3495,2017-10-26,2017.0,USA,Hawaii,"White Plains Beach, Oahu",No injury but shark bit SUP,20.0,-155.0,Duplicate,"Oahu, Hawaii, USA",,0.63,2.0
3496,2017-01-09,2017.0,INDONESIA,Bali,Balian Beach,Injury to right wrist & forearm,-9.0,115.0,Duplicate,"Balian Beach, INDONESIA",,0.63,4.0
3497,2016-10-24,2016.0,AUSTRALIA,New South Wales,Broken Head Beach,Lacerations to left thigh,-29.0,154.0,Yes,"Broken Head Beach, New South Wales, AUSTRALIA",,0.9,1.0
3498,2016-09-17,2016.0,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County","No injury, board bitten",41.0,-124.0,Duplicate,"Bunkers, Humboldt Bay, Eureka, Humboldt County, California, USA",,,1.0
3499,2016-05-22,2016.0,USA,Florida,"Vero Beach, Indian River County",Puncture wounds to thigh,28.0,-80.0,Duplicate,"Vero Beach, Indian River County, Florida, USA",,,1.0
3500,2015-12-26,2015.0,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,"No injury, kayak damaged",-30.0,31.0,Yes,"Westbrook Beach, KwaZulu-Natal, SOUTH AFRICA",,0.9,1.0
3501,2015-05-03,2015.0,AUSTRALIA,New South Wales,Saltwater Beach,Injuries to left arm & right hand,-32.0,153.0,Yes,"Saltwater Beach, New South Wales, AUSTRALIA",,1.0,1.0
3502,2015-01-23,2015.0,SOUTH AFRICA,Eastern Cape Province,Nahoon Beach,Foot bitten,-33.0,28.0,Yes,"Nahoon Beach, Eastern Cape Province, SOUTH AFRICA",,0.9,1.0
3503,2015-01-03,2015.0,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,"Lacerations to lower left leg, puncture wounds to sole of left foot",-33.0,28.0,Yes,"Chintsa East Beach, SOUTH AFRICA",,0.9,4.0
3504,2014-06-09,2014.0,BRAZIL,,500 km off the coast of Pernambuco,Severe injury to arm,,,Yes,,,0.23529411764705882,
3505,2014-01-01,2014.0,NEW ZEALAND,,Stewart Island,"No injury to occupants, shark nudged and bit boat",-47.0,168.0,Duplicate,"Stewart Island, NEW ZEALAND",,,1.0
3506,2013-07-19,2013.0,USA,Alabama,"Gulf Shores, Baldwin County",Lacerations and abrasions to foot and ankle,30.0,-88.0,Duplicate,"Gulf Shores, Baldwin County, Alabama, USA",,,1.0
3507,2013-06-06,2013.0,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,29.0,-81.0,Duplicate,"Florida, USA",,0.25,5.0
3508,2012-07-06,2012.0,SOUTH AFRICA,Western Cape Province,"Sandstrand, Jongensfontein",Lacerattions to left thigh & knee,-34.0,21.0,Yes,"Sandstrand, Jongensfontein, Western Cape Province, SOUTH AFRICA",,0.9,1.0
3509,2012-01-27,2012.0,USA,Hawaii,Lanai,"No injury, shark bit swim fin",20.0,-155.0,Yes,"Lanai, Hawaii, USA",,1.0,1.0
3510,2011-08-16,2011.0,FRENCH POLYNESIA,Society Islands,"Teahupoo, Tahiti","No injury, board bitten",-18.0,-150.0,Duplicate,"Tahiti, Society Islands, FRENCH POLYNESIA",,0.0,2.0
3511,2011-06-06,2011.0,USA,Florida,"New Smyrna Beach, Volusia County",Puncture wound to calf,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3512,2011-05-30,2011.0,USA,Texas,"Follett's Island, Brazoria County",Lacerations & punctures to right thigh,33.0,-97.0,Yes,"Follett's Island, Brazoria County, Texas, USA",,1.0,1.0
3513,2011-04-13,2011.0,INDONESIA,Bali,Balian,Lacerations to forearm,-9.0,115.0,Duplicate,"Balian, Bali, INDONESIA",,,1.0
3514,2010-12-17,2010.0,FIJI,Vitu Levu,Sigatoka,Lacerations to  foot,-18.0,178.0,Duplicate,"Sigatoka, FIJI",,0.6000000000000001,4.0
3515,2010-10-28,2010.0,USA,Oregon,Florence,No injury to surfer,44.0,-124.0,Yes,"Florence, Oregon, USA",,1.0,1.0
3516,2010-05-30,2010.0,USA,Florida,Off Tarpon Springs,Laceration to left calf by hooked shark PROVOKED INCIDENT,28.0,-83.0,Yes,"Off Tarpon Springs, Florida, USA",,1.0,1.0
3517,2010-04-13,2010.0,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",Both feet bitten,-34.0,27.0,Duplicate,"East Beach, Port Alfred, Eastern Cape Province, SOUTH AFRICA",,,1.0
3518,2010-03-27,2010.0,REUNION ISLAND,Saint-Benoit,Bittern,"No injury, board bitten",-38.0,145.0,Yes,"Bittern, Saint-Benoit, REUNION ISLAND",,1.0,1.0
3519,2009-11-11,2009.0,USA,Florida,"New Smyrna Beach, Volusia County",Foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3520,2009-03-01,2009.0,AUSTRALIA,New South Wales,Avalon,Lacerations to leg,-34.0,151.0,Duplicate,"Avalon, New South Wales, AUSTRALIA",,,1.0
3521,2008-09-01,2008.0,USA,Florida,Hutchinson Island,Right hand bitten,27.0,-80.0,Yes,"Hutchinson Island, Florida, USA",,1.0,1.0
3522,2007-09-16,2007.0,USA,Florida,"Flagler Beach, Flagler County","No injury, surfboard bitten",29.0,-81.0,Duplicate,"Flagler Beach, Flagler County, Florida, USA",,,1.0
3523,2007-08-22,2007.0,USA,North Carolina,North Carolina Aquarium at Fort Fisher,Minor injury from captive shark PROVOKED INCIDENT,34.0,-78.0,Yes,"North Carolina Aquarium at Fort Fisher, USA",,0.8571428571428572,4.0
3524,2007-07-18,2007.0,NORWAY,Oslo Fjord,Sjøstrand,PROVOKED INCIDENT           No injury. Diver touched 'dead' shark; shark bit his equipment-covered arm,62.0,7.0,Yes,"Sjøstrand, Oslo Fjord, NORWAY",,1.0,1.0
3525,2007-07-04,2007.0,REUNION ISLAND,,Boucan Canot,Minor injuries to thigh & knee,,,Yes,,,0.25,
3526,2007-04-09,2007.0,NEW CALEDONIA,South Province,Dumbéa,Left foot bitten,-22.0,166.0,Yes,"Dumbéa, NEW CALEDONIA",,1.0,4.0
3527,2006-09-29,2006.0,USA,Florida,"New Smyrna Beach, Volusia County",Big toe bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3528,2006-09-14,2006.0,USA,Florida,"Singer Island, Riviera Beach",Minor injury to left hand,27.0,-80.0,Yes,"Singer Island, Riviera Beach, Florida, USA",,1.0,1.0
3529,2006-06-27,2006.0,USA,Florida,"Hutchinson Island, St. Lucie County",Right calf bitten,27.0,-80.0,Duplicate,"Hutchinson Island, St. Lucie County, USA",,0.16666666666666666,4.0
3530,2006-02-01,2006.0,USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",No injury to occupant; shark bumped the kayak repeatedly for 15 minutes,21.0,-156.0,Yes,"Off Pu'u Ola'l, Makena, Maui, Hawaii, USA",,1.0,1.0
3531,2005-10-19,2005.0,USA,California,"Salmon Beach, Sonoma County",Leg bitten,39.0,-123.0,Duplicate,"Sonoma County, California, USA",,0.5,2.0
3532,2005-04-07,2005.0,USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Left foot bitten,26.0,-97.0,Yes,"Isla Blanca Park, South Padre Island, Cameron County, Texas, USA",,1.0,1.0
3533,2005-01-14,2005.0,AUSTRALIA,Victoria,Blairgowrie,"No injury to occupants, one of the boat's flotation tanks holed PROVOKED INCIDENT",-38.0,145.0,Yes,"Blairgowrie, Victoria, AUSTRALIA",,1.0,1.0
3534,2004-06-14,2004.0,USA,Florida,"Disney / Vero Beach, Indian River County",Foot bitten,28.0,-80.0,Yes,"Disney / Vero Beach, Indian River County, Florida, USA",,1.0,1.0
3535,2003-11-06,2003.0,SOUTH AFRICA,KwaZulu-Natal,Karridene,"No injury to occupants, hull of ski bitten",-30.0,31.0,Yes,"Karridene, KwaZulu-Natal, SOUTH AFRICA",,1.0,1.0
3536,2003-10-14,2003.0,USA,Florida,Near Patrick Air Force Base Brevard County,Foot bitten,29.0,-81.0,Duplicate,"Florida, USA",,0.0,5.0
3537,2003-05-07,2003.0,USA,Florida,"New Smyrna Beach, Volusia County",Multiple bites to foot after jumping off surfboard onto shark PROVOKED INCIDENT,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3538,2002-11-28,2002.0,USA,California,"Salmon Creek, Sonoma County",Both legs severely lacerated,38.0,-123.0,Duplicate,"Salmon Creek, Sonoma County, California, USA",,,1.0
3539,2002-09-27,2002.0,TONGA,Vava'u,Swimming with humpback whales,Thigh lacerated  PROVOKED INCIDENT,-19.0,-174.0,Yes,"Vava'u, TONGA",,1.0,5.0
3540,2002-09-21,2002.0,USA,California,"Moonstone Beach, Humboldt County",No injury,33.0,-118.0,Duplicate,"Moonstone Beach, Humboldt County, California, USA",,,1.0
3541,2002-04-01,2002.0,USA,Florida,"Lauderdale-By-The-Sea, Broward County",Upper left arm bitten,26.0,-80.0,Yes,"Lauderdale-By-The-Sea, Broward County, Florida, USA",,1.0,1.0
3542,2002-01-01,2002.0,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Foot & calf bitten,-29.0,32.0,Duplicate,"Mtunzini, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3543,2001-10-07,2001.0,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,No injury,-30.0,31.0,Duplicate,"Salt Rock, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3544,,2001.0,BRAZIL,Rio Grande de Norte,"Praia de Camapum, Macau",Left thigh bitten,-5.0,-37.0,Duplicate,"Macau, Rio Grande de Norte, BRAZIL",,0.35720999999999997,2.0
3545,2000-11-17,2000.0,USA,Florida,"Bonita Springs, Lee County",Right calf lacerated,26.0,-82.0,Yes,"Bonita Springs, Lee County, Florida, USA",,1.0,1.0
3546,2000-08-12,2000.0,USA,Florida,"St. Augustine, St. Johns County",Severely bitten on lower leg,30.0,-81.0,Yes,"St. Augustine, St. Johns County, Florida, USA",,1.0,1.0
3547,2000-03-10,2000.0,AUSTRALIA,New South Wales,Parramatta River,No Injury to occupants,-34.0,151.0,Duplicate,"Parramatta River, New South Wales, AUSTRALIA",,,1.0
3548,1999-09-10,1999.0,USA,South Carolina,"Isle of Palms, Charleston County",Toes lacerated,33.0,-80.0,Duplicate,"Isle of Palms, Charleston County, South Carolina, USA",,,1.0
3549,1999-08-23,1999.0,MARSHALL ISLANDS,Ralik Chain,Kwajalein Atoll,Lacerations to left leg,9.0,167.0,Yes,"Kwajalein Atoll, Ralik Chain, MARSHALL ISLANDS",,1.0,1.0
3550,1999-05-01,1999.0,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Leg & hands bitten,-8.0,-35.0,Duplicate,"Boa Viagem Beach, Recife, Pernambuco, BRAZIL",,,1.0
3551,1998-11-14,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Right foot bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3552,1998-07-25,1998.0,USA,Florida,"New Smyrna Beach, Volusia County",Calf bitten,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3553,1998-03-15,1998.0,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Lower leg lacerated,-33.0,18.0,Yes,"Saldanha Bay, Western Cape Province, SOUTH AFRICA",,0.9,1.0
3554,1997-10-21,1997.0,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Left foot bitten,27.0,-80.0,Yes,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County, USA",,0.9,4.0
3555,1997-08-10,1997.0,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,29.0,-81.0,Duplicate,"New Smyrna Beach, Volusia County, Florida, USA",,,1.0
3556,1997-06-24,1997.0,USA,Hawaii,"Sunset Beach, Oahu",Leg bitten just above ankle,22.0,-158.0,Yes,"Sunset Beach, Oahu, Hawaii, USA",,1.0,1.0
3557,1996-12-10,1996.0,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Elbow bitten,-34.0,26.0,Yes,"Duck Pond, Sardina Bay near Port Elizabeth, Eastern Cape Province, SOUTH AFRICA",,0.9,1.0
3558,1996-08-29,1996.0,USA,Hawaii,"Paukukalo, Maui",Right calf bitten,21.0,-156.0,Duplicate,"Paukukalo, Maui, Hawaii, USA",,,1.0
3559,1996-07-21,1996.0,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Lacerations to left leg & right foot,42.0,-70.0,Yes,"Truro (Cape Cod), Barnstable County, Massachusetts, USA",,1.0,1.0
3560,1996-07-04,1996.0,USA,Florida,"Public Beach, Siesta Key, Sarasota County",Laceration on left foot,27.0,-83.0,Yes,"Public Beach, Siesta Key, Sarasota County, Florida, USA",,1.0,1.0
3561,1996-04-07,1996.0,BRAZIL,Pernambuco,"Boa Viagem, Recife",FATAL,-8.0,-35.0,Duplicate,"Boa Viagem, Recife, Pernambuco, BRAZIL",,,1.0
3562,1984-11-08,1984.0,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Wetsuit lacerated,-32.0,27.0,Duplicate,"Eastern Cape Province, SOUTH AFRICA",,0.567,5.0
3563,1995-06-30,1995.0,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County","Forearm, abdomen & upper leg lacerated",36.0,-121.0,Duplicate,"Monterey County, California, USA",,0.15752961,2.0
3564,1995-06-14,1995.0,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Puncture wounds & scratches to torso & left leg,21.0,-156.0,Yes,"Opposite Grand Wailea Resort, Wailea, Maui, Hawaii, USA",,1.0,1.0
3565,1995-04-09,1995.0,JAPAN,Aichi Prefecture,Atsumi Peninsula,FATAL,35.0,137.0,Yes,"Aichi Prefecture, JAPAN",,1.0,5.0
3566,1995-01-02,1995.0,BRAZIL,Pernambuco,Piedade,Foot bitten,-8.0,-35.0,Duplicate,"Piedade, Pernambuco, BRAZIL",,,1.0
3567,1993-09-03,1993.0,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia","Thigh bitten, toes of left foot severed",40.0,2.0,Yes,"Playa de las Arenas, Valencia, Costa Blanca, SPAIN",,0.9,1.0
3568,1993-08-12,1993.0,USA,California,"Abalone Point, Westport Union Landing, Mendocino County",Severe bites to head & shoulder,39.0,-123.0,Duplicate,"Mendocino County, California, USA",,0.7290000000000001,2.0
3569,1993-08-01,1993.0,NEW CALEDONIA,South Province,Ile Moro,FATAL,-22.0,171.0,Yes,"Ile Moro, NEW CALEDONIA",,1.0,4.0
3570,1993-06-05,1993.0,AUSTRALIA,Tasmania,Tenth Island (King Island),FATAL,-40.0,144.0,Yes,"Tenth Island (King Island), Tasmania, AUSTRALIA",,1.0,1.0
3571,1993-06-01,1993.0,HONG KONG,New Territories,Sheung Sz Wan,FATAL,22.0,114.0,Yes,"Sheung Sz Wan, New Territories, HONG KONG",,0.9,1.0
3572,1993-01-01,1993.0,USA,Florida,"Key West, Monroe County",Survived,25.0,-82.0,Duplicate,"Key West, Monroe County, Florida, USA",,,1.0
3573,1992-03-08,1992.0,USA,Oregon,"Winchester Bay, Douglas County","Left shoulder & side bitten, board broken",44.0,-124.0,Yes,"Winchester Bay, Douglas County, Oregon, USA",,1.0,1.0
3574,1990-11-28,1990.0,AUSTRALIA,Queensland,Nerang River,"Abdomen, hip, leg & arm bitten",-28.0,153.0,Yes,"Nerang River, Queensland, AUSTRALIA",,1.0,1.0
3575,1990-02-17,1990.0,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Right arm severed  FATAL,20.0,-155.0,Duplicate,"Hawaii, USA",,0.6204255319148937,5.0
3576,1989-08-13,1989.0,AUSTRALIA,New South Wales,Lennox Head,"No injury, shark took chunk out of surfboard",-29.0,154.0,Duplicate,"Lennox Head, New South Wales, AUSTRALIA",,,1.0
3577,1989-02-15,1989.0,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Foot bruised & minor lacerations,-29.0,32.0,Duplicate,"Richards Bay, KwaZulu-Natal, SOUTH AFRICA",,,1.0
3578,1988-06-01,1988.0,USA,Florida,"Daytona Beach, Volusia County",Cuts to right foot and ankle,29.0,-81.0,Duplicate,"Daytona Beach, Volusia County, Florida, USA",,,1.0
3579,1987-07-11,1987.0,USA,South Carolina,Winyah Bay,No injury to occupants. Shark grabbed anchor,33.0,-79.0,Yes,"Winyah Bay, South Carolina, USA",,0.9,1.0
3580,1984-11-11,1984.0,USA,Florida,"Jupiter Island Beach, Martin County",Left foot bitten,44.0,-89.0,Yes,"Jupiter Island Beach, Martin County, USA",,1.0,4.0
3581,1984-06-03,1984.0,VANUATU,Malampa Province,"Atchin Island, off Malakula",FATAL,-16.0,167.0,Yes,"Atchin Island, Malampa Province, VANUATU",,0.9,2.0
3582,1984-01-05,1984.0,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Foot bitten,-34.0,27.0,Duplicate,"Port Alfred, Eastern Cape Province, SOUTH AFRICA",,,1.0
3583,1982-09-30,1982.0,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London","No injury, pressure ding on surfboard",-33.0,28.0,Duplicate,"Nahoon, East London, Eastern Cape Province, SOUTH AFRICA",,,1.0
3584,1982-07-19,1982.0,USA,Florida,"Stuart Beach, Martin County",Left ankle bitten,27.0,-80.0,Duplicate,"Stuart Beach, Martin County, Florida, USA",,,1.0
3585,1981-10-17,1981.0,USA,Florida,"Palm Beach, Palm Beach County",No details,27.0,-80.0,Duplicate,"Palm Beach, Palm Beach County, Florida, USA",,,1.0
